Unique ID,Composition,doi,Phases present,Density (g/cm3),Elastic Modulus (GPa),Compressive strength (MPa),σ(MPa) at 1000 C,σ(MPa) at 1200 C,Shear Modulus (GPa),C11 Elastic Constant (GPa),Fracture Toughness,Ductility (%),Test Type,Al,C,Co,Cr,Cu,Fe,Ga,Gd,Mg,Mn,Mo,Ni,Pb,Ti,V,Zn,Total_Composition,Num_Elements,Cu_Fe_Ratio,Has_FCC_Phase,Has_BCC_Phase,Has_HCP_Phase,Has_IM_Phase,Num_Phases,FCC,BCC,HCP,IM,Source,Hardness (HVN),Plasticity (%) - Compressive,Processing_Temperature_C,Processing_Temperature_K,Num_Crystal_Structures,Ag,B,Ca,Ge,Hf,Li,N,Nb,Nd,Pd,Re,Sc,Si,Sn,Ta,W,Y,Zr,Method_Other,Method_Unknown,Method_annealing,Method_arc_melting,Method_as_cast,Method_room_temperature,Method_sintering,Cu_Content,Fe_Content
7-13242627282942-01515151515156-000086_1,AlCoCrCuFeNiMo<sub>0.4</sub>,10.1016/j.jallcom.2010.03.074,,7.085,198.0,1690.0,150.0,80.0,80.34,0.0,13.11,15.15,,0.166,0.0,0.166,0.166,0.166,0.166,0.0,0.0,0.0,0.0,0.004000000000000001,0.166,0.0,0.0,0.0,0.0,1.0,7,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.jallcom.2010.03.074,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.166,0.166
7-13242627282942-01515151515159-000086_1,AlCoCrCuFeNiMo<sub>0.6</sub>,10.1016/j.jallcom.2010.03.074,,7.085,198.0,1880.0,150.0,80.0,80.34,0.0,13.11,15.15,,0.16566666666666666,0.0,0.16566666666666666,0.16566666666666666,0.16566666666666666,0.16566666666666666,0.0,0.0,0.0,0.0,0.006,0.16566666666666666,0.0,0.0,0.0,0.0,0.9999999999999999,7,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.jallcom.2010.03.074,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.16566666666666666,0.16566666666666666
7-13242627282942-14141414141411-000086_1,AlCoCrCuFeNiMo<sub>0.8</sub>,10.1016/j.jallcom.2010.03.074,,7.085,198.0,1920.0,150.0,80.0,80.34,0.0,13.11,15.15,,0.16533333333333333,0.0,0.16533333333333333,0.16533333333333333,0.16533333333333333,0.16533333333333333,0.0,0.0,0.0,0.0,0.008,0.16533333333333333,0.0,0.0,0.0,0.0,1.0,7,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.jallcom.2010.03.074,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.16533333333333333,0.16533333333333333
7-13242627282942-14141414141414-000086_1,AlCoCrCuFeNiMo,10.1016/j.jallcom.2010.03.074,,7.085,198.0,1750.0,150.0,80.0,80.34,0.0,13.11,15.15,,0.14285714285714288,0.0,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.0,0.0,0.0,0.0,0.14285714285714288,0.14285714285714288,0.0,0.0,0.0,0.0,1.0000000000000002,7,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.jallcom.2010.03.074,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.14285714285714288,0.14285714285714288
6-222426272829-091818181818-000107_1,CuCoNiFeCrTi<sub>0.5</sub>,10.1016/j.msea.2012.12.072,,7.085,198.0,1042.0,150.0,80.0,80.34,0.0,13.11,2.11,C,0.0,0.0,0.19899999999999998,0.19899999999999998,0.19899999999999998,0.19899999999999998,0.0,0.0,0.0,0.0,0.0,0.19899999999999998,0.0,0.005,0.0,0.0,0.9999999999999999,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.msea.2012.12.072,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.19899999999999998,0.19899999999999998
6-132426272829-161616161616-000107_1,AlCuCoFeNiCr,10.1016/j.msea.2012.12.072,,7.085,198.0,1303.0,150.0,80.0,80.34,0.0,13.11,24.0,C,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,1.0000000000000002,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.msea.2012.12.072,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.16666666666666669,0.16666666666666669
7-13222426272829-01216161616164-000107_1,TiCrFeCoNiAl<sub>0.75</sub>Cu<sub>0.25</sub>,10.1016/j.msea.2012.12.072,,7.085,198.0,1900.0,150.0,80.0,80.34,0.0,13.11,12.0,C,0.0075,0.0,0.198,0.198,0.0025,0.198,0.0,0.0,0.0,0.0,0.0,0.198,0.0,0.198,0.0,0.0,1.0,7,0.012626262626262626,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.msea.2012.12.072,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.0025,0.198
7-13242627282942-01515151515159-000107_1,AlCuCoFeNiCrMo<sub>0.6</sub>,10.1016/j.msea.2012.12.072,,7.085,198.0,1880.0,150.0,80.0,80.34,0.0,13.11,1.4,C,0.16566666666666666,0.0,0.16566666666666666,0.16566666666666666,0.16566666666666666,0.16566666666666666,0.0,0.0,0.0,0.0,0.006,0.16566666666666666,0.0,0.0,0.0,0.0,0.9999999999999999,7,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.msea.2012.12.072,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.16566666666666666,0.16566666666666666
7-13222426272829-00168161616168-000107_1,AlCoNiFeCrTi<sub>0.5</sub>Cu<sub>0.5</sub>,10.1016/j.msea.2012.12.072,,7.085,198.0,1984.0,150.0,80.0,80.34,0.0,13.11,6.04,C,0.198,0.0,0.198,0.198,0.005,0.198,0.0,0.0,0.0,0.0,0.0,0.198,0.0,0.005,0.0,0.0,1.0,7,0.025252525252525252,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.msea.2012.12.072,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.005,0.198
6-222426272829-091818181818-000109_1,CuCoFeNiCrTi<sub>0.5</sub>,10.1016/j.matdes.2012.08.048,,7.085,198.0,700.0,150.0,80.0,80.34,0.0,13.11,21.6,C,0.0,0.0,0.19899999999999998,0.19899999999999998,0.19899999999999998,0.19899999999999998,0.0,0.0,0.0,0.0,0.0,0.19899999999999998,0.0,0.005,0.0,0.0,0.9999999999999999,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.matdes.2012.08.048,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.19899999999999998,0.19899999999999998
6-132426272829-161616161616-000109_1,CuCoFeNiCrAl,10.1016/j.matdes.2012.08.048,,7.085,198.0,1030.0,150.0,80.0,80.34,0.0,13.11,24.0,C,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,1.0000000000000002,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.matdes.2012.08.048,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.16666666666666669,0.16666666666666669
7-13222426272829-00168161616168-000109_1,Cu<sub>0.5</sub>CoCrFeNiAlTi<sub>0.5</sub>,10.1016/j.matdes.2012.08.048,,7.085,198.0,1980.0,150.0,80.0,80.34,0.0,13.11,6.0,C,0.198,0.0,0.198,0.198,0.005,0.198,0.0,0.0,0.0,0.0,0.0,0.198,0.0,0.005,0.0,0.0,1.0,7,0.025252525252525252,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.matdes.2012.08.048,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.005,0.198
7-13242627282942-01515151515156-000109_1,CuCoFeNiCrAlMo<sub>0.4</sub>,10.1016/j.matdes.2012.08.048,,7.085,198.0,1690.0,150.0,80.0,80.34,0.0,13.11,1.5,C,0.166,0.0,0.166,0.166,0.166,0.166,0.0,0.0,0.0,0.0,0.004000000000000001,0.166,0.0,0.0,0.0,0.0,1.0,7,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.matdes.2012.08.048,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.166,0.166
6-132426272829-013191919199-000111_1,FeCrNiCoAl<sub>0.7</sub>Cu<sub>0.5</sub>,10.1016/j.msea.2014.01.044,FCC,7.085,198.0,630.0,150.0,80.0,80.34,0.0,13.11,42.7,C,0.006999999999999999,0.0,0.247,0.247,0.005,0.247,0.0,0.0,0.0,0.0,0.0,0.247,0.0,0.0,0.0,0.0,1.0,6,0.020242914979757085,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.msea.2014.01.044,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.005,0.247
6-132426272829-015202020205-000111_1,FeCrNiCoAl<sub>0.75</sub>Cu<sub>0.25</sub>,10.1016/j.msea.2014.01.044,FCC,7.085,198.0,859.0,150.0,80.0,80.34,0.0,13.11,43.6,C,0.0075,0.0,0.2475,0.2475,0.0025,0.2475,0.0,0.0,0.0,0.0,0.0,0.2475,0.0,0.0,0.0,0.0,1.0,6,0.010101010101010102,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.msea.2014.01.044,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.0025,0.2475
8-01313222426272829-0013913131313136-000111_1,FeCrNiCoAl<sub>0.7</sub>Cu<sub>0.5</sub>þ<sub>10</sub> vol%TiC,10.1016/j.msea.2014.01.044,FCC,7.085,198.0,1290.0,150.0,80.0,80.34,0.0,13.11,29.2,C,0.007,0.16466666666666668,0.16466666666666668,0.16466666666666668,0.005000000000000001,0.16466666666666668,0.0,0.0,0.0,0.0,0.0,0.16466666666666668,0.0,0.16466666666666668,0.0,0.0,1.0000000000000002,8,0.03036437246963563,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.msea.2014.01.044,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.005000000000000001,0.16466666666666668
8-01413222426272829-0141014141414143-000111_1,FeCrNiCoAl<sub>0.75</sub>Cu<sub>0.25</sub>þ<sub>10</sub> vol%TiC,10.1016/j.msea.2014.01.044,FCC,7.085,198.0,1637.0,150.0,80.0,80.34,0.0,13.11,31.8,C,0.0075,0.165,0.165,0.165,0.0025,0.165,0.0,0.0,0.0,0.0,0.0,0.165,0.0,0.165,0.0,0.0,1.0,8,0.015151515151515152,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.msea.2014.01.044,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.0025,0.165
6-222426272829-091818181818-000111_1,CoCrCuFeNiTi<sub>0.5</sub>,10.1016/j.msea.2014.01.044,FCC,7.085,198.0,700.0,150.0,80.0,80.34,0.0,13.11,21.6,C,0.0,0.0,0.19899999999999998,0.19899999999999998,0.19899999999999998,0.19899999999999998,0.0,0.0,0.0,0.0,0.0,0.19899999999999998,0.0,0.005,0.0,0.0,0.9999999999999999,6,1.0,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.msea.2014.01.044,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.19899999999999998,0.19899999999999998
6-222426272829-131717171717-000111_1,CoCrCuFeNiTi<sub>0.8</sub>,10.1016/j.msea.2014.01.044,FCC,7.085,198.0,1042.0,150.0,80.0,80.34,0.0,13.11,2.11,C,0.0,0.0,0.1984,0.1984,0.1984,0.1984,0.0,0.0,0.0,0.0,0.0,0.1984,0.0,0.008,0.0,0.0,1.0,6,1.0,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.msea.2014.01.044,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.1984,0.1984
6-132426272829-161616161616-000111_1,AlCrFeCoNiCu,10.1016/j.msea.2014.01.044,FCC,7.085,198.0,1303.0,150.0,80.0,80.34,0.0,13.11,24.0,C,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,1.0000000000000002,6,1.0,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.msea.2014.01.044,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.16666666666666669,0.16666666666666669
6-132426272829-161616161616-000128_1,AlCoCrCuFeNi,10.1016/j.msea.2017.02.072,BCC + FCC,7.085,198.0,1370.0,150.0,80.0,80.34,0.0,13.11,12.0,C,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,1.0000000000000002,6,1.0,1,1,0,0,2.0,1,1,0,0,https://10.1016/j.msea.2017.02.072,410.0,11.3,499.85,773.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.16666666666666669,0.16666666666666669
6-132326272829-021020302018-000143_1,Ni<sub>1.5</sub>CoFeCu<sub>0.9</sub>Al<sub>0.1</sub>V<sub>0.5</sub>,10.1016/j.msea.2017.09.119,FCC,7.085,198.0,1219.0,150.0,80.0,80.34,0.0,13.11,35.0,C,0.001,0.0,0.485,0.0,0.009000000000000001,0.485,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.005,0.0,1.0,6,0.01855670103092784,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.msea.2017.09.119,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.009000000000000001,0.485
6-132326272829-041020302016-000143_1,Ni<sub>1.5</sub>CoFeCu<sub>0.8</sub>Al<sub>0.2</sub>V<sub>0.5</sub>,10.1016/j.msea.2017.09.119,FCC,7.085,198.0,1504.0,150.0,80.0,80.34,0.0,13.11,16.9,C,0.002,0.0,0.485,0.0,0.008,0.485,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.005,0.0,1.0,6,0.016494845360824743,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.msea.2017.09.119,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.008,0.485
6-132326272829-061020302014-000143_1,Ni<sub>1.5</sub>CoFeCu<sub>0.7</sub>Al<sub>0.3</sub>V<sub>0.5</sub>,10.1016/j.msea.2017.09.119,FCC,7.085,198.0,1721.0,150.0,80.0,80.34,0.0,13.11,9.0,C,0.003,0.0,0.485,0.0,0.006999999999999999,0.485,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.005,0.0,1.0,6,0.014432989690721649,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.msea.2017.09.119,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.006999999999999999,0.485
5-1326272829-2020202020-000146_1,AlCoCuFeNi,10.1016/j.matdes.2016.12.036,,7.085,202.0,1060.0,150.0,80.0,80.34,0.0,13.11,19.1,C,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,5,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.matdes.2016.12.036,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.2,0.2
6-132426272829-161616161616-000146_1,AlCoCuFeNiCr,10.1016/j.matdes.2016.12.036,,7.085,219.0,1285.0,150.0,80.0,80.34,0.0,13.11,24.6,C,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,1.0000000000000002,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.matdes.2016.12.036,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.16666666666666669,0.16666666666666669
6-132226272829-161616161616-000146_1,AlCoCuFeNiTi,10.1016/j.matdes.2016.12.036,,7.085,231.0,1612.0,150.0,80.0,80.34,0.0,13.11,12.8,C,0.16666666666666669,0.0,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.16666666666666669,0.0,0.0,1.0000000000000002,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.matdes.2016.12.036,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.16666666666666669,0.16666666666666669
7-13222426272829-14141414141414-000146_1,AlCoCuFeNiCrTi,10.1016/j.matdes.2016.12.036,,7.085,239.0,1523.0,150.0,80.0,80.34,0.0,13.11,8.1,C,0.14285714285714288,0.0,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.0,0.0,0.0,0.0,0.0,0.14285714285714288,0.0,0.14285714285714288,0.0,0.0,1.0000000000000002,7,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.matdes.2016.12.036,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.14285714285714288,0.14285714285714288
5-2426272829-2020202020-000152_1,CoCrCuFeNi,10.1016/j.msea.2017.09.102,FCC,7.085,198.0,320.0,150.0,80.0,80.34,0.0,13.11,60.0,C,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,5,1.0,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.msea.2017.09.102,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.2,0.2
6-242627282964-019191919190-000152_1,Gd<sub>0.05</sub>CoCrCuFeNi,10.1016/j.msea.2017.09.102,FCC,7.085,198.0,300.0,150.0,80.0,80.34,0.0,13.11,60.0,C,0.0,0.0,0.1999,0.1999,0.1999,0.1999,0.0,0.0005,0.0,0.0,0.0,0.1999,0.0,0.0,0.0,0.0,0.9999999999999999,6,1.0,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.msea.2017.09.102,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.1999,0.1999
6-242627282964-019191919191-000152_1,Gd<sub>0.1</sub>CoCrCuFeNi,10.1016/j.msea.2017.09.102,FCC,7.085,198.0,526.0,150.0,80.0,80.34,0.0,13.11,22.9,C,0.0,0.0,0.1998,0.1998,0.1998,0.1998,0.0,0.001,0.0,0.0,0.0,0.1998,0.0,0.0,0.0,0.0,1.0,6,1.0,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.msea.2017.09.102,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.1998,0.1998
6-242627282964-019191919193-000152_1,Gd<sub>0.2</sub>CoCrCuFeNi,10.1016/j.msea.2017.09.102,FCC,7.085,198.0,739.0,150.0,80.0,80.34,0.0,13.11,16.6,C,0.0,0.0,0.1996,0.1996,0.1996,0.1996,0.0,0.002,0.0,0.0,0.0,0.1996,0.0,0.0,0.0,0.0,1.0,6,1.0,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.msea.2017.09.102,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.1996,0.1996
6-242627282964-018181818185-000152_1,Gd<sub>0.3</sub>CoCrCuFeNi,10.1016/j.msea.2017.09.102,FCC,7.085,198.0,1132.0,150.0,80.0,80.34,0.0,13.11,12.8,C,0.0,0.0,0.19940000000000002,0.19940000000000002,0.19940000000000002,0.19940000000000002,0.0,0.003,0.0,0.0,0.0,0.19940000000000002,0.0,0.0,0.0,0.0,1.0,6,1.0,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.msea.2017.09.102,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.19940000000000002,0.19940000000000002
4-13242629-25252525-000154_1,AlFeCuCr,10.1007/s1254 0-019-00565 -z,,7.085,198.0,1950.0,150.0,80.0,80.34,0.0,13.11,15.15,,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1007/s1254 0-019-00565 -z,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.25,0.25
5-1213242629-1122222222-000154_1,AlFeCuCrMg<sub>0.5</sub>,10.1007/s1254 0-019-00565 -z,,7.085,198.0,2559.0,150.0,80.0,80.34,0.0,13.11,15.15,,0.24875,0.0,0.0,0.24875,0.24875,0.24875,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1007/s1254 0-019-00565 -z,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.24875,0.24875
5-1213242629-2020202020-000154_1,AlFeCuCrMg,10.1007/s1254 0-019-00565 -z,,7.085,198.0,2220.0,150.0,80.0,80.34,0.0,13.11,15.15,,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1007/s1254 0-019-00565 -z,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.2,0.2
5-1213242629-2718181818-000154_1,AlFeCuCrMg<sub>1.5</sub>,10.1007/s1254 0-019-00565 -z,,7.085,198.0,1559.0,150.0,80.0,80.34,0.0,13.11,15.15,,0.24625,0.0,0.0,0.24625,0.24625,0.24625,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1007/s1254 0-019-00565 -z,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.24625,0.24625
5-2526272829-2020202020-000162_1,FeMnNiCoCu,10.1016/j.matdes.2018.07.046,,7.085,189.6,499.0,150.0,80.0,75.29,0.0,13.11,15.15,,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,1.0,5,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.matdes.2018.07.046,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.2,0.2
